filename,DS_TYPENAME,size_node,RECLAIM,ALLOC,POOL,MILLIS_TO_RUN,INS,DEL,RQ,RQSIZE,MAXKEY,PREFILL_THREADS,TOTAL_THREADS,WORK_THREADS,RQ_THREADS,INSERT_FUNC,threads_final_keysum,threads_final_size,final_keysum,final_size,validate_result,tree_stats_height,tree_stats_numInternals,tree_stats_numLeaves,tree_stats_numNodes,tree_stats_numKeys,tree_stats_avgDegreeInternal,tree_stats_avgDegreeLeaves,tree_stats_avgDegree,tree_stats_avgKeyDepth,total_find,total_rq,total_updates,total_queries,total_ops,find_throughput,rq_throughput,update_throughput,query_throughput,total_throughput,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_TOT_INS,maxresident_mb,prefill_elapsed_ms
scaling_threads/step10048.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,96,96,96,0,insertIfAbsent,9999612572284843,100000000,9999612572284843,100000000,success,10,1854380,12757834,14612214,100000000,7.87984,7.83832,7.84359,9,2437647573,0,0,2437647573,2437647573,81254919,0,0,81254919,81254919,,23.4579,10.3258,3288.06,,4671,6460
scaling_threads/step10049.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,144,144,144,0,insertIfAbsent,9999984831959619,100000000,9999984831959619,100000000,success,10,1854646,12758165,14612811,100000000,7.87903,7.83812,7.84331,9,3652907432,0,0,3652907432,3652907432,121763581,0,0,121763581,121763581,,23.5467,10.5625,3286.83,,4789,6099
scaling_threads/step10050.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,190,190,190,0,insertIfAbsent,9999077045270860,100000000,9999077045270860,100000000,success,10,1853497,12758584,14612081,100000000,7.88352,7.83786,7.84365,9,4796463700,0,0,4796463700,4796463700,159882123,0,0,159882123,159882123,,23.5352,10.8403,3299.78,,5139,6012
scaling_threads/step10051.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,24,24,24,0,insertIfAbsent,9999894897206180,100000000,9999894897206180,100000000,success,33,57143135,42856866,100000001,100000000,1.74999,2.33335,2,26.0746,258806215,0,0,258806215,258806215,8626873,0,0,8626873,8626873,,39.429,17.557,7761.97,,7526,17157
scaling_threads/step10052.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,48,48,48,0,insertIfAbsent,10000058673505935,100000000,10000058673505935,100000000,success,33,57143229,42856772,100000001,100000000,1.74999,2.33335,2,26.0685,493502070,0,0,493502070,493502070,16450069,0,0,16450069,16450069,,40.2581,17.6169,8138.23,,7533,9230
scaling_threads/step10053.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,96,96,96,0,insertIfAbsent,9999919674247780,100000000,9999919674247780,100000000,success,33,57140361,42859640,100000001,100000000,1.75008,2.3332,2,26.0688,1057125401,0,0,1057125401,1057125401,35237513,0,0,35237513,35237513,,40.5585,19.52,7586.69,,7548,4714
scaling_threads/step10054.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,144,144,144,0,insertIfAbsent,9999603262924722,100000000,9999603262924722,100000000,success,33,57144820,42855181,100000001,100000000,1.74994,2.33344,2,26.0873,1601787632,0,0,1601787632,1601787632,53392921,0,0,53392921,53392921,,40.8859,19.8733,7508.65,,7562,3106
scaling_threads/step10055.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,190,190,190,0,insertIfAbsent,9999289921000347,100000000,9999289921000347,100000000,success,33,57144999,42855002,100000001,100000000,1.74993,2.33345,2,26.0702,2119514333,0,0,2119514333,2119514333,70650477,0,0,70650477,70650477,,40.8084,20.0848,7485.51,,7577,2782
scaling_threads/step10056.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,24,24,24,0,insertIfAbsent,10000386953225389,100000000,10000386953225389,100000000,success,70,99999999,100000000,199999999,100000000,2,1,1.5,35.8958,205547573,0,0,205547573,205547573,6851585,0,0,6851585,6851585,,37.6212,16.8934,9772.41,,7526,18994
scaling_threads/step10057.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,48,48,48,0,insertIfAbsent,10000477572046156,100000000,10000477572046156,100000000,success,71,99999999,100000000,199999999,100000000,2,1,1.5,35.9759,400042794,0,0,400042794,400042794,13334759,0,0,13334759,13334759,,37.5541,16.8596,10040.8,,7533,9949
